task_type,duration_min,rows_processed,null_rate_pct,schema_changed,upstream_failed,rows_delta_pct,hour_of_day,day_of_week,retry_count,queue_time_min,failed
extract,28.9,36346,0.37,0,1,-5.5,11,1,0,13.5,1
extract,18.7,28490,0.88,0,1,-15.0,17,1,0,1.1,0
quality_check,48.5,93608,1.14,0,0,-19.7,23,5,0,2.9,0
quality_check,24.8,7274,2.46,0,0,19.8,4,4,1,1.2,0
quality_check,42.8,4616,0.06,0,0,-30.2,14,6,1,1.0,0
quality_check,29.5,69798,0.71,0,0,-0.3,0,0,0,0.8,0
quality_check,20.8,6251,0.18,0,0,-1.2,12,1,0,0.6,0
dbt_model,41.1,6247,1.15,0,0,-0.8,0,3,2,0.4,0
dbt_model,33.9,138525,1.57,0,0,12.0,19,6,0,11.6,0
load,33.1,84128,0.27,0,0,-6.7,13,5,1,1.5,0
dbt_model,17.2,4884,0.78,0,0,11.8,6,3,0,1.7,0
extract,26.4,13485,1.49,0,0,35.7,5,1,0,0.2,0
quality_check,33.6,8552,0.39,0,0,-2.7,15,6,0,8.4,0
dbt_model,25.5,622881,1.1,0,0,-36.6,6,4,0,2.1,0
load,29.9,154757,0.91,0,0,-2.6,9,5,0,5.1,0
dbt_model,27.3,18520,2.21,0,0,-4.3,0,2,1,1.1,0
load,34.4,91300,0.98,0,0,7.2,8,5,0,4.8,0
extract,41.8,4146,0.41,0,0,-35.9,17,6,0,6.7,0
dbt_model,27.7,12379,0.41,0,0,5.8,1,2,0,1.6,0
dbt_model,26.3,42949,1.84,0,0,-7.6,20,4,0,7.7,0
dbt_model,58.2,74874,2.73,0,0,14.4,6,5,0,2.8,0
dbt_model,28.1,31072,0.28,1,0,-9.3,17,2,1,0.0,0
load,31.2,54004,3.75,0,0,15.6,3,4,1,2.6,0
dbt_model,29.2,41164,0.5,0,0,-27.2,3,3,2,3.5,0
load,29.3,27952,0.42,0,0,0.3,20,3,2,1.6,0
dbt_model,32.1,22610,0.3,0,0,-17.5,22,3,0,1.8,0
extract,39.3,18360,0.61,1,0,-8.8,6,1,0,0.8,0
load,36.5,52633,0.92,0,0,49.0,23,6,1,2.6,0
dbt_model,43.1,70073,4.22,0,0,-17.1,19,2,0,0.9,0
dbt_model,42.2,49879,1.2,0,0,-6.7,6,5,2,0.3,0
load,30.8,5509,0.17,0,0,-20.6,19,5,0,1.8,0
load,32.9,7344,1.67,0,0,-5.5,23,4,0,5.8,0
load,43.3,68748,0.2,0,1,-2.7,7,1,1,1.5,0
dbt_model,26.3,382573,1.45,0,0,-13.2,10,6,0,1.7,0
quality_check,55.1,46344,0.41,0,0,28.4,6,4,2,2.8,1
dbt_model,26.5,18794,0.5,0,0,20.8,1,1,0,1.5,0
quality_check,29.7,51997,0.61,0,0,-17.0,22,4,0,0.4,0
dbt_model,18.2,5890,1.69,0,0,14.7,13,3,0,0.3,0
extract,25.2,294875,0.66,0,0,-8.6,4,4,1,5.2,0
dbt_model,41.5,48949,4.14,0,0,-22.1,12,6,0,5.6,1
dbt_model,50.8,12442,0.5,0,0,-12.9,18,1,0,5.6,0
dbt_model,26.7,27809,0.13,0,0,-22.6,20,5,0,5.2,0
dbt_model,33.9,15626,3.17,0,0,16.9,18,5,0,2.2,0
dbt_model,37.9,296164,2.77,0,0,-15.8,8,1,0,5.8,0
extract,40.7,26276,0.53,0,0,23.2,22,2,0,5.6,0
extract,52.6,46564,0.09,0,0,2.5,18,2,0,0.2,0
quality_check,47.5,90940,0.27,0,0,-7.3,10,2,0,2.6,0
dbt_model,28.0,11100,1.02,0,0,-9.0,18,1,0,2.9,1
dbt_model,37.5,49510,0.56,0,0,31.5,23,5,0,2.6,0
dbt_model,38.7,56336,3.55,0,0,0.2,0,4,0,1.5,0
dbt_model,27.7,3021,1.42,0,0,-9.1,14,5,0,3.0,0
dbt_model,23.1,54410,0.57,1,0,15.4,16,4,1,4.7,0
dbt_model,24.9,33751,0.04,0,0,10.5,20,1,0,2.8,0
quality_check,42.9,44709,6.36,0,0,-17.8,11,4,0,1.1,0
load,43.6,38445,0.69,0,0,0.1,8,3,0,5.8,0
dbt_model,31.1,54977,2.13,0,0,-32.6,4,6,1,0.4,0
quality_check,38.3,308583,0.33,0,0,-0.6,9,6,1,6.2,0
load,39.7,5501,0.09,0,0,5.7,10,0,0,1.5,0
extract,16.0,21005,0.22,0,0,8.1,19,3,0,2.4,0
quality_check,30.1,105513,2.11,0,0,-18.0,20,6,0,0.9,1
dbt_model,51.7,78392,0.16,0,0,-13.3,12,4,0,5.0,0
load,36.2,75739,3.22,0,0,4.5,16,3,0,0.1,0
dbt_model,29.7,2974907,2.06,0,0,22.5,17,4,0,8.6,0
load,35.0,97014,1.08,0,0,1.7,15,0,2,3.7,0
extract,44.6,221793,0.27,0,0,-10.0,18,3,1,1.7,0
extract,8.5,22218,0.18,0,0,17.5,1,6,1,1.2,1
load,31.1,7415,0.38,0,0,2.3,11,3,1,0.8,1
dbt_model,28.0,21962,1.22,0,0,3.2,16,6,0,0.5,0
dbt_model,19.4,113452,0.71,0,0,14.4,12,5,0,4.1,0
dbt_model,34.1,69628,0.8,0,0,-1.7,18,6,0,1.3,0
dbt_model,32.1,69230,1.82,0,0,-16.8,7,1,0,0.8,0
quality_check,31.4,25772,0.51,0,0,-2.8,22,5,0,1.9,0
dbt_model,28.1,19968,1.03,0,0,20.0,2,1,0,0.4,0
dbt_model,22.5,27234,0.32,0,0,34.1,19,1,2,3.5,0
dbt_model,21.2,115746,0.61,0,1,-21.9,17,0,1,11.3,0
dbt_model,28.4,139408,0.03,0,0,29.5,1,2,1,5.3,1
extract,37.2,7259,0.03,0,0,-6.6,5,4,2,0.9,0
load,36.5,122976,0.14,0,0,0.4,22,2,0,1.4,0
load,29.8,12821,0.26,0,0,30.6,16,0,2,3.3,0
extract,24.2,76901,0.07,0,0,-7.4,19,1,0,5.8,0
dbt_model,28.3,26711,1.3,0,0,-4.9,20,0,1,1.2,0
dbt_model,43.2,444747,2.36,1,0,-11.6,0,6,0,1.1,0
dbt_model,35.6,18603,0.02,0,0,0.7,20,5,0,1.6,0
quality_check,28.4,48328,2.4,0,0,5.6,17,3,1,4.1,0
dbt_model,10.4,95850,0.01,0,0,-12.4,5,5,1,0.8,0
extract,23.7,8970,0.24,0,0,26.1,7,1,0,4.1,0
dbt_model,27.7,32319,3.02,0,0,-13.5,9,6,0,2.2,0
dbt_model,23.3,23705,0.72,0,0,9.0,14,5,0,6.4,0
dbt_model,27.1,15960,0.01,0,0,0.5,6,1,0,1.5,0
quality_check,38.4,17969,1.86,0,0,22.4,6,4,0,0.7,0
extract,35.0,215178,0.57,0,1,-14.5,12,6,2,1.0,1
extract,39.5,13937,1.26,0,0,10.3,17,2,2,12.3,0
dbt_model,20.2,89881,1.6,0,0,43.6,10,1,0,2.8,0
dbt_model,30.4,60075,0.45,0,0,-25.9,4,6,0,2.0,0
dbt_model,10.9,3884,5.42,0,0,-16.2,2,2,0,4.8,0
dbt_model,29.8,83338,0.22,1,0,37.5,20,3,0,3.9,0
extract,18.9,3783,4.14,1,0,-2.4,11,0,0,0.5,0
dbt_model,45.5,99205,1.91,0,0,2.0,1,4,0,1.7,0
dbt_model,34.5,16130,0.17,0,0,-6.0,8,6,2,2.9,0
extract,41.4,36804,0.01,0,0,29.8,0,0,1,3.5,0
dbt_model,24.8,4578,0.31,0,0,-29.0,4,1,0,3.3,0
load,23.4,44170,0.16,0,0,22.3,3,4,0,7.6,0
dbt_model,25.4,160030,0.06,0,0,-26.6,22,4,0,3.6,0
load,32.4,9985,1.62,0,0,-28.2,9,2,1,1.6,0
dbt_model,46.8,13746,1.85,0,0,-19.6,4,2,0,0.3,0
dbt_model,37.2,75161,0.09,0,0,-2.3,15,5,1,1.1,0
dbt_model,30.2,78228,0.17,0,0,-12.9,23,3,0,6.1,0
dbt_model,23.8,739,2.38,0,0,-13.9,11,0,0,1.9,0
extract,37.6,913145,0.79,0,0,-16.7,4,0,0,2.7,0
dbt_model,51.9,84599,2.64,1,0,-16.4,11,2,2,0.5,1
dbt_model,45.3,110754,0.11,1,0,-16.8,14,4,1,0.1,1
quality_check,34.2,28863,2.96,0,0,4.2,20,0,0,0.0,0
dbt_model,28.1,1865,0.52,0,0,-11.4,3,6,0,0.9,0
dbt_model,36.8,106889,0.71,0,0,-48.0,13,6,1,4.6,0
dbt_model,35.1,14701,0.54,0,0,-0.7,1,0,0,7.4,0
extract,30.0,86707,0.01,0,0,13.5,12,2,0,0.1,0
quality_check,24.0,25589,0.17,0,0,-5.0,0,2,0,2.9,0
extract,42.2,53149,0.5,0,0,-22.7,10,0,0,4.4,0
quality_check,30.3,10509,0.37,0,0,13.4,11,3,0,0.6,0
load,43.2,144787,1.58,0,0,-24.7,23,5,0,0.4,0
quality_check,43.8,5424,0.25,0,0,-5.8,4,3,1,18.4,0
dbt_model,43.2,1319694,2.46,0,0,-0.4,5,6,1,1.7,0
dbt_model,41.7,1303701,0.08,0,0,19.4,13,4,0,4.1,0
load,65.6,495003,0.51,0,0,10.4,3,5,0,6.1,0
dbt_model,37.6,279502,1.93,0,0,4.3,1,5,1,9.9,0
dbt_model,22.2,31720,0.17,0,0,16.8,11,5,1,0.4,0
quality_check,33.0,234796,2.94,0,0,-20.8,5,3,2,2.5,0
load,45.9,31135,0.9,0,0,28.4,16,5,0,4.9,0
load,16.3,3024,2.37,0,0,-55.2,2,2,2,0.9,0
extract,29.6,402367,0.66,0,0,25.7,0,6,1,3.2,0
load,45.3,221044,0.95,0,0,-15.1,5,4,2,0.5,0
extract,29.7,34539,1.02,0,0,6.8,20,2,0,5.2,0
dbt_model,27.8,5113,0.9,1,0,26.1,13,0,0,1.9,1
load,40.3,14215,0.64,0,0,10.1,6,2,0,1.7,0
dbt_model,20.7,1970,1.65,0,0,6.7,14,3,0,0.5,0
load,21.6,164740,2.37,0,0,15.6,15,0,0,1.3,0
dbt_model,15.3,2792,0.95,0,0,-26.6,10,3,0,2.8,0
dbt_model,38.3,57464,2.31,0,0,-23.9,4,6,1,4.7,1
dbt_model,32.2,9415,0.88,0,0,4.9,8,2,0,1.2,0
dbt_model,22.0,3704,2.4,0,0,-3.6,20,6,0,1.3,0
quality_check,22.5,53176,0.47,0,0,-5.6,16,2,0,0.5,1
dbt_model,28.9,21288,0.51,0,0,22.3,8,1,0,6.5,0
quality_check,44.6,138843,0.81,0,0,20.7,21,5,0,2.2,0
dbt_model,21.2,4778,0.06,0,0,-16.6,4,4,2,1.1,0
dbt_model,24.2,10810,2.8,0,0,8.0,4,4,0,7.1,0
dbt_model,14.9,796,1.29,0,1,-28.2,0,1,0,2.5,0
dbt_model,22.9,1102,0.81,0,0,-28.6,2,4,0,0.6,0
load,40.3,645065,0.03,0,0,-16.1,7,6,1,1.0,0
load,57.1,1018414,1.23,1,0,-1.0,1,1,1,0.5,0
dbt_model,34.5,42123,0.01,0,0,-11.8,9,0,1,5.0,0
dbt_model,29.5,9719,0.14,0,0,8.1,1,5,1,3.3,0
quality_check,39.2,22527,0.99,0,0,-0.3,0,4,0,2.2,0
dbt_model,40.9,146931,0.16,0,0,20.1,13,1,1,3.7,1
extract,25.6,15946,0.35,0,0,9.8,13,3,0,1.5,0
dbt_model,53.6,53114,1.7,0,0,-18.7,19,0,1,4.0,0
extract,32.0,35581,11.39,0,0,16.2,10,2,0,3.1,0
extract,32.8,14616,1.19,0,1,-15.5,20,1,2,2.7,0
dbt_model,35.7,15647,1.97,0,0,7.4,11,6,1,0.6,0
extract,36.2,58064,0.39,0,0,-8.9,6,2,2,2.5,0
dbt_model,43.3,7608,0.46,0,0,23.8,3,3,2,6.8,0
dbt_model,28.2,74814,2.28,0,0,13.2,11,1,0,1.6,0
dbt_model,38.0,17076,1.31,0,0,-12.5,9,3,0,0.6,0
dbt_model,34.1,44524,3.17,0,0,-6.9,12,3,0,1.2,0
extract,44.9,332481,0.55,0,0,58.8,23,0,0,2.0,1
quality_check,29.8,27747,0.64,0,0,-22.7,1,5,0,2.6,0
load,31.6,158211,1.5,0,0,-13.0,8,2,0,1.1,0
load,33.8,2064,0.67,0,0,-12.1,3,3,2,0.7,0
quality_check,34.2,17110,0.13,0,0,-20.9,19,1,0,2.9,0
dbt_model,24.9,37960,2.91,0,0,-19.0,12,0,2,1.9,0
load,49.7,788059,1.85,0,0,-2.0,2,3,0,1.2,1
dbt_model,33.4,1578,0.07,0,0,8.6,19,0,0,1.8,0
extract,31.3,31134,1.18,0,0,-28.7,2,4,2,0.7,0
load,32.1,373510,0.96,0,0,-9.0,18,5,0,4.8,0
dbt_model,33.3,10341,2.65,0,0,-14.5,23,1,0,0.1,0
load,37.6,25834,0.57,0,0,-21.1,12,2,0,2.8,0
dbt_model,18.8,61745,0.16,0,0,17.9,15,6,0,2.1,0
load,36.1,48786,1.3,0,0,-13.8,0,3,0,5.7,0
dbt_model,42.5,444734,0.87,0,0,-24.7,15,2,0,5.0,0
dbt_model,12.3,74425,0.51,0,0,15.8,3,6,1,4.7,0
dbt_model,37.7,303894,8.8,0,0,22.5,10,4,2,0.2,0
load,37.5,20414,1.18,0,0,4.3,12,4,0,5.0,0
extract,35.4,11105,0.53,0,0,-16.9,18,6,0,1.3,0
dbt_model,38.8,25307,0.32,0,0,-5.0,18,4,2,1.7,1
dbt_model,26.1,5684,2.88,0,0,-11.8,22,5,1,0.1,1
dbt_model,24.2,78717,0.08,0,0,-0.9,18,4,0,2.1,0
dbt_model,15.0,19586,2.34,0,0,12.9,1,5,1,0.7,0
dbt_model,40.2,12396,0.16,0,0,-0.5,16,4,1,4.5,0
dbt_model,40.0,80648,0.1,0,0,-0.1,4,0,1,6.3,0
dbt_model,39.6,5825,0.66,0,0,-9.2,22,1,0,1.0,1
dbt_model,27.9,124592,1.19,0,0,12.0,20,3,0,1.7,0
quality_check,38.1,16893,3.49,0,0,6.6,7,4,0,2.2,0
dbt_model,21.9,232014,0.26,0,0,-33.1,1,5,1,5.3,0
dbt_model,23.3,19372,0.01,0,0,-32.1,21,5,0,0.6,0
dbt_model,35.1,99813,0.05,0,0,-6.0,8,4,0,2.3,0
dbt_model,38.7,48402,0.51,0,0,17.5,20,0,0,11.2,1
dbt_model,49.4,119401,0.5,0,0,21.0,1,3,0,1.7,0
dbt_model,30.4,43300,0.71,0,0,13.7,6,4,0,1.7,0
dbt_model,19.8,2536,0.16,0,0,-2.7,9,6,1,4.6,0
quality_check,26.8,182420,2.17,0,0,26.4,3,4,1,2.2,0
dbt_model,25.8,31561,0.66,0,0,-13.0,10,3,1,2.7,0
load,54.4,128441,0.1,0,0,-6.1,22,1,1,3.0,0
quality_check,41.0,109578,2.24,0,0,-25.6,4,5,0,0.3,0
extract,40.1,10537,0.51,0,0,-6.2,10,2,1,1.5,0
dbt_model,27.5,8402,1.07,0,0,-15.5,1,6,1,1.4,0
dbt_model,34.0,103628,3.01,0,0,27.7,15,1,1,2.6,1
dbt_model,37.7,22354,0.85,0,0,24.1,10,5,1,0.8,0
dbt_model,30.3,162476,0.01,0,0,1.1,12,2,0,0.7,0
load,29.1,27306,0.01,0,0,8.4,12,1,2,2.7,0
dbt_model,29.0,186736,7.32,0,0,-10.9,15,6,0,3.2,1
dbt_model,29.4,71488,0.65,1,0,-45.7,17,5,1,2.0,0
extract,33.5,57570,0.5,0,0,-13.7,23,6,0,1.5,0
load,23.8,19961,0.05,0,0,13.5,17,5,0,1.0,0
load,35.5,52674,0.73,0,0,7.9,20,4,0,2.7,0
quality_check,38.1,244889,1.32,0,0,-7.1,1,4,0,2.6,0
dbt_model,30.5,33298,4.62,0,0,13.3,2,0,2,3.5,0
extract,26.3,84955,0.02,0,0,-8.5,10,2,0,0.0,0
quality_check,33.3,39111,1.1,1,0,-20.5,3,2,2,1.3,1
dbt_model,28.0,44327,0.72,0,0,13.3,20,2,0,1.2,0
load,37.4,572322,0.27,0,0,-11.0,20,2,1,1.3,0
quality_check,45.5,248393,0.4,0,0,18.5,14,4,1,0.8,0
dbt_model,21.2,41235,1.74,0,0,-36.0,11,4,1,6.4,0
load,52.4,51181,1.22,0,0,-10.3,20,5,1,0.2,0
quality_check,29.6,11813,0.28,0,0,10.7,13,3,1,0.2,0
dbt_model,35.5,27535,0.74,0,0,8.9,22,6,0,0.9,0
extract,26.3,59577,0.2,0,0,-4.0,19,3,1,0.0,0
extract,44.9,141631,1.38,0,0,5.2,8,2,1,0.5,0
dbt_model,33.2,120421,0.19,0,0,2.5,15,6,1,0.2,0
dbt_model,25.6,6156,1.17,0,0,-26.8,3,2,0,3.0,0
extract,29.8,173368,0.64,0,0,-6.5,1,5,0,0.1,0
extract,29.6,31506,0.91,0,0,4.1,2,5,1,4.9,0
quality_check,33.3,7486,1.88,1,0,9.1,23,6,0,2.4,0
quality_check,37.5,308111,1.39,0,0,-1.2,3,6,0,4.4,0
extract,35.9,377470,0.74,0,0,-9.9,4,0,1,3.2,0
dbt_model,26.6,55381,0.01,0,0,-24.0,16,2,1,2.8,0
extract,27.3,112878,1.3,0,0,13.6,4,3,0,4.9,0
quality_check,30.2,123985,2.0,0,0,11.6,2,1,0,0.8,0
load,40.3,338823,2.59,0,0,17.8,16,1,0,2.6,0
load,40.2,116414,0.94,0,0,-19.4,22,6,0,2.0,0
dbt_model,35.7,4340,0.06,0,0,2.2,3,0,1,0.2,0
dbt_model,37.8,905001,0.59,0,0,-12.5,15,1,0,1.2,0
load,38.7,199795,0.23,0,0,0.8,12,6,0,3.0,0
dbt_model,29.3,16070,0.19,0,0,52.3,22,2,2,0.3,1
dbt_model,13.7,6992,2.02,0,0,16.3,22,1,1,2.4,0
quality_check,31.7,81446,0.02,1,0,-13.6,13,6,0,1.5,0
dbt_model,28.1,23266,0.33,0,0,-4.5,21,4,0,4.7,0
load,23.8,61573,0.15,0,0,-6.5,4,5,0,5.9,0
dbt_model,29.2,119306,1.69,0,0,2.2,14,2,2,0.0,0
load,31.9,14671,3.61,0,0,-27.4,4,1,1,1.2,0
extract,18.9,6088,0.41,0,0,5.8,0,3,1,6.1,0
extract,26.9,67326,0.55,0,0,-38.1,18,6,1,1.2,1
extract,44.7,15468,0.23,0,0,-30.1,13,4,1,2.3,0
dbt_model,18.2,45878,1.71,0,0,36.0,0,5,1,1.0,0
quality_check,26.9,4233,1.98,0,0,-6.5,19,6,2,0.5,0
dbt_model,21.0,24258,1.1,0,0,25.7,21,6,2,6.0,0
extract,27.5,113996,0.31,1,0,-14.6,9,6,0,4.6,0
load,32.1,95749,0.24,0,0,-37.8,0,2,0,2.0,0
quality_check,21.2,10286,1.16,0,0,-18.9,7,6,0,1.7,0
dbt_model,34.2,5601,2.51,0,0,48.4,14,4,1,0.1,0
dbt_model,44.4,37243,8.82,0,0,-25.4,1,6,0,2.7,0
dbt_model,41.4,89112,2.02,0,0,32.0,9,2,0,1.6,0
extract,42.6,69444,1.41,1,0,6.2,5,0,1,1.3,1
dbt_model,18.4,16003,0.48,0,0,2.2,14,3,2,5.3,0
load,30.9,58484,0.78,0,0,-13.5,4,2,1,0.9,0
dbt_model,40.6,401823,1.76,0,1,-16.2,18,4,1,0.6,1
quality_check,40.7,50424,6.25,0,0,10.2,7,4,2,0.4,0
quality_check,43.5,2662,1.02,0,0,23.7,2,2,2,5.1,0
dbt_model,42.4,50267,0.68,0,0,3.5,6,4,0,0.3,0
dbt_model,46.0,955825,0.86,0,0,13.3,22,2,0,1.1,0
quality_check,52.4,4629,0.65,0,0,-7.7,19,5,0,8.6,0
extract,33.2,38084,0.66,0,0,39.1,14,3,1,9.4,0
dbt_model,29.0,25282,0.36,0,0,4.3,4,1,2,2.6,0
load,34.1,42336,0.63,1,0,36.6,9,0,2,1.9,0
quality_check,24.5,49553,1.03,0,0,-17.4,11,0,1,7.1,0
quality_check,36.0,225022,0.98,0,0,-0.8,23,6,0,0.9,0
extract,16.9,41591,0.61,0,0,19.3,7,5,1,1.2,0
dbt_model,31.0,280299,1.18,0,0,2.6,19,5,0,0.6,0
dbt_model,30.9,30084,0.4,0,1,9.3,6,4,0,2.4,0
dbt_model,39.8,20739,0.18,0,0,-17.6,3,3,1,11.5,0
dbt_model,40.4,12447,0.35,0,0,-7.3,18,5,0,1.9,0
load,18.5,1983,0.77,0,0,-15.8,2,5,2,6.2,0
extract,51.7,56457,1.0,0,0,-1.5,18,1,0,3.0,0
quality_check,39.3,971309,0.47,0,0,-3.4,22,6,1,0.7,0
dbt_model,35.7,75597,2.01,0,0,-9.5,3,0,1,3.1,0
dbt_model,19.6,108966,0.87,0,0,11.4,14,3,0,4.1,0
dbt_model,25.5,18753,2.13,0,0,-19.2,3,0,2,1.6,0
dbt_model,41.0,24564,2.1,0,0,-38.7,11,5,0,0.4,1
dbt_model,36.5,175505,2.32,0,1,-10.3,11,2,0,6.5,0
dbt_model,38.8,903390,1.16,0,0,38.7,1,0,1,0.3,0
quality_check,38.4,392666,2.0,0,0,9.2,4,5,2,3.8,0
extract,21.5,131714,5.37,0,0,-15.2,13,6,1,2.2,1
extract,31.5,38416,1.55,0,0,8.0,20,2,1,1.0,0
quality_check,45.5,50794,0.09,0,0,-2.4,6,1,0,4.0,0
dbt_model,39.9,10876,0.26,1,0,7.0,20,2,0,3.2,0
extract,27.1,3579,2.51,0,0,15.9,4,5,0,3.3,0
load,43.2,5985,0.3,0,0,3.5,0,5,1,1.6,0
extract,21.0,39327,0.19,0,0,2.2,9,3,0,0.8,0
load,22.7,22761,0.92,0,0,26.8,0,3,0,3.8,1
quality_check,44.9,3459,1.84,0,0,9.7,0,4,0,0.4,0
load,37.3,34210,0.58,0,0,3.5,7,2,0,0.9,0
load,28.8,21818,0.78,0,1,0.8,14,4,1,0.1,0
dbt_model,28.5,5560,0.42,0,0,-10.2,23,0,0,2.6,0
quality_check,24.0,20084,1.44,0,0,-22.4,14,2,0,1.0,0
dbt_model,33.8,21730,0.69,0,1,12.1,16,5,0,0.9,1
dbt_model,32.3,13539,0.5,0,1,23.0,16,6,0,0.5,1
dbt_model,35.0,159958,0.09,0,0,7.7,12,6,0,1.2,0
dbt_model,16.5,1729,1.5,0,0,10.2,0,2,0,0.9,1
load,29.1,1514,0.12,0,0,-16.0,8,1,0,3.7,0
dbt_model,27.5,36506,0.07,0,0,-10.7,4,1,1,0.8,0
extract,23.6,42353,3.41,0,0,-23.1,13,1,1,4.3,0
dbt_model,44.8,69337,0.55,0,0,-4.5,18,6,1,6.1,0
quality_check,50.3,15331,0.25,0,0,17.7,10,0,0,2.3,0
dbt_model,47.2,8360,2.29,0,0,-12.6,13,2,1,2.9,0
dbt_model,38.1,35892,0.15,0,0,-1.3,15,4,2,8.5,0
dbt_model,28.6,17916,1.2,0,0,12.6,0,0,1,1.6,0
dbt_model,35.9,434397,0.97,0,0,21.7,17,2,1,0.7,0
dbt_model,35.0,21617,2.76,0,0,-29.6,17,1,0,4.9,0
dbt_model,28.3,33353,0.34,0,0,-8.6,23,2,0,1.0,0
load,51.0,1906289,0.27,0,0,-13.3,9,2,2,6.4,1
dbt_model,13.4,26592,0.12,0,0,-15.8,23,4,1,1.2,0
load,31.1,88419,0.12,0,0,-6.9,6,6,0,4.1,0
quality_check,41.2,102139,0.48,0,0,-35.1,9,6,2,2.0,0
extract,26.7,117036,1.83,0,0,-6.6,18,4,0,1.0,0
dbt_model,30.9,57709,2.66,1,0,0.6,11,5,0,0.2,0
dbt_model,38.1,49520,0.06,0,0,-18.8,8,0,0,4.3,0
extract,46.2,42639,1.4,0,0,-8.7,13,4,0,4.5,0
dbt_model,19.0,14449,0.59,1,0,0.4,10,3,2,1.3,1
quality_check,20.8,61134,0.06,0,0,2.2,2,6,1,0.9,0
dbt_model,29.4,932694,0.81,0,0,-29.4,20,4,0,0.1,0
extract,21.8,251976,0.03,0,0,12.6,18,5,0,0.6,0
dbt_model,19.9,59057,1.49,0,0,13.0,3,5,0,1.5,0
dbt_model,25.9,142818,0.08,1,0,-13.4,5,0,0,1.2,0
dbt_model,40.9,9039,0.65,1,0,30.2,13,3,0,1.0,1
extract,28.7,23936,0.85,0,0,8.2,10,6,0,4.5,0
quality_check,35.2,165472,0.84,0,0,5.6,2,2,2,0.1,0
quality_check,27.8,392176,0.4,0,0,12.3,8,5,0,0.2,0
dbt_model,35.8,10578,1.9,0,1,-18.6,23,6,0,1.2,0
dbt_model,47.8,16751,3.91,0,0,-6.4,6,6,0,1.2,0
load,30.3,1190877,0.03,0,1,11.1,7,1,0,1.3,0
load,48.0,42362,0.07,1,0,-14.4,19,2,1,1.8,0
extract,40.6,671573,0.06,0,0,-6.3,21,6,0,0.7,0
load,33.0,50562,0.03,0,0,10.8,4,2,2,2.1,0
extract,36.5,53846,1.1,0,0,5.6,8,1,0,3.3,0
extract,34.9,22274,1.0,1,0,0.4,20,4,1,7.5,1
dbt_model,51.6,164076,0.47,0,0,1.1,20,3,2,4.4,1
quality_check,40.7,318839,1.29,0,0,-3.1,9,0,0,3.3,0
extract,34.2,6932,2.93,0,0,15.3,18,0,0,0.6,0
dbt_model,27.5,20662,0.4,0,0,37.6,7,4,1,1.2,0
dbt_model,42.3,157019,0.16,0,0,5.3,5,6,0,1.6,0
dbt_model,23.3,29517,0.01,0,0,23.1,22,4,1,2.8,0
load,31.9,16491,2.62,1,0,-7.9,15,3,1,1.2,1
dbt_model,61.0,182639,1.43,0,0,-12.3,18,6,0,3.5,0
dbt_model,12.8,212251,0.86,0,0,-14.2,5,6,1,2.8,0
extract,33.1,17686,1.04,0,0,-16.5,0,2,0,5.8,1
dbt_model,35.3,51010,0.06,0,0,-5.3,0,5,2,4.9,0
extract,26.8,5252,1.31,0,0,15.9,16,6,0,9.9,0
dbt_model,27.9,8666,0.68,0,0,18.1,7,1,0,7.0,0
dbt_model,33.4,44296,0.39,0,0,-9.2,12,4,1,2.4,0
dbt_model,30.1,38187,0.51,0,0,-5.8,17,0,0,0.9,0
quality_check,31.6,7731,0.27,1,0,-0.0,18,3,1,1.7,0
dbt_model,25.9,11550,4.61,0,0,4.2,4,6,2,2.5,0
extract,47.5,6607,1.25,0,0,10.6,13,6,2,1.6,1
dbt_model,31.2,75214,0.85,1,0,-7.2,15,3,0,0.0,0
dbt_model,31.9,1558,0.07,0,0,-3.6,13,4,0,0.2,0
quality_check,23.4,7197,0.07,0,0,24.4,18,5,0,0.4,0
dbt_model,35.5,1843,2.67,0,0,-5.0,8,0,0,2.1,0
extract,40.0,70999,1.9,0,0,-10.3,7,4,2,0.5,0
quality_check,31.0,2029,0.19,0,0,-1.5,7,2,0,0.6,0
dbt_model,23.1,38206,0.38,0,0,1.4,2,5,0,5.1,0
extract,30.0,500437,1.29,0,0,-27.7,1,0,0,1.1,0
quality_check,52.1,528339,1.21,0,0,-8.0,14,3,1,12.2,0
dbt_model,20.3,2019,0.53,0,0,7.6,23,5,1,0.6,0
load,38.8,58539,0.91,0,0,36.1,3,5,2,0.2,0
quality_check,21.0,7462,1.32,0,0,-9.5,6,5,1,1.6,0
dbt_model,38.0,5382,2.16,0,0,13.8,0,6,1,3.2,0
dbt_model,25.7,30286,0.19,0,0,3.2,5,2,0,1.1,0
dbt_model,27.0,259176,0.49,0,0,20.9,3,4,2,10.2,0
dbt_model,27.5,94793,1.3,0,0,-11.1,23,5,1,3.4,0
extract,25.3,11565,0.14,1,0,19.9,6,6,1,11.4,0
dbt_model,37.8,112201,8.39,1,0,25.2,22,1,2,6.8,1
dbt_model,26.6,1002,3.66,1,0,26.0,16,1,1,0.1,0
quality_check,20.3,10886,1.07,0,0,25.7,7,3,0,5.1,0
extract,29.7,9718,0.4,0,0,3.4,7,5,1,0.4,0
dbt_model,22.2,41163,1.23,0,0,10.5,2,6,2,7.9,0
quality_check,37.5,26251,5.17,0,0,-7.6,22,3,0,2.9,0
